id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety
2368-P,49,342.9267257740721,IZTDV,Los Angeles,New York,UK,National Pumpkin Festival,1858 X,1502 A,0,4,-1,Fairytale
2022-P,92,342.66757819242775,KAETI,Chicago,New York,UK,Regional Pumpkin Festival,1239 Q,1081 M,252,360,-4,Big Max
2893-P,21,353.8674374567345,CLMKC,Los Angeles,California,Australia,Local Pumpkin Festival,1108 F,1672 N,261,386,-9,Fairytale
2793-P,14,345.5073234718293,TVNQR,Chicago,Texas,USA,Local Pumpkin Festival,1776 I,1246 E,251,330,6,Big Max
2522-P,82,344.18227268382907,AHUSW,Nottingham,California,Mexico,National Pumpkin Festival,1894 K,1425 Z,1,-2,-3,Big Max
2943-P,93,352.0204747147858,LFTRS,Chicago,California,France,Local Pumpkin Festival,1662 Z,1005 K,264,389,-15,Big Max
2933-P,15,343.8876179056242,HMQPP,Paris,Florida,UK,Regional Pumpkin Festival,1259 I,1312 K,264,392,-11,Big Max
2088-P,65,350.6918894024566,WGVWJ,Houston,Florida,Australia,Local Pumpkin Festival,1273 I,1368 D,0,-4,-5,Big Max
2688-P,17,341.13960877712816,UXLZS,Chicago,Florida,China,Local Pumpkin Festival,1002 L,1172 X,245,328,4,Big Max
2785-P,26,347.5722165964544,CKQLD,New York,New York,China,Regional Pumpkin Festival,1498 N,1696 Z,245,348,-1,Big Max
2926-P,9,353.37928811926395,ADNLC,Houston,Florida,Australia,Regional Pumpkin Festival,1488 V,1384 Z,249,334,7,Ghost
2968-P,20,340.76848274096847,SZNHI,New York,California,France,Local Pumpkin Festival,1365 S,1256 P,5,3,-2,Ghost
2513-P,65,341.7758162776008,NPFWR,Los Angeles,Florida,UK,Local Pumpkin Festival,1206 J,1428 W,245,352,-7,Blue Doll
2880-P,64,350.0524728735909,HBSQW,Nottingham,New York,France,Local Pumpkin Festival,1373 N,1129 X,2,-2,0,Big Max
2879-P,83,342.0868484787643,IUFSS,Chicago,Florida,Mexico,Regional Pumpkin Festival,1202 B,1188 C,257,400,-17,Blue Doll
2294-P,17,331.92416968755424,ICCTG,Paris,California,UK,National Pumpkin Festival,1065 M,1307 O,245,352,2,Big Max
2688-P,19,333.7683042027056,RPZJF,Nottingham,Florida,France,Local Pumpkin Festival,1915 A,1263 L,258,396,-10,Ghost
2453-P,70,338.0083679696545,VFJCU,Los Angeles,New York,UK,Regional Pumpkin Festival,1685 I,1571 H,-3,-3,-5,Ghost
2392-P,95,345.05781250670555,MRTZZ,Paris,New York,Mexico,National Pumpkin Festival,1590 L,1421 Y,239,322,5,Blue Doll
2175-P,39,341.8660144992173,UTPZC,New York,California,China,National Pumpkin Festival,1522 U,1610 Z,3,0,-2,Blue Doll
2762-P,50,331.01442174986005,DSJEJ,New York,New York,USA,Regional Pumpkin Festival,1528 O,1180 O,246,340,1,Ghost
2246-P,89,347.14079706929624,KIFBZ,New York,New York,Australia,Regional Pumpkin Festival,1557 B,1205 I,240,332,7,Fairytale
2393-P,47,344.3942862987518,CJKIB,Chicago,Texas,China,National Pumpkin Festival,1409 X,1207 S,225,263,29,Fairytale
2014-P,51,340.95735398922113,LQTWH,New York,Texas,USA,Regional Pumpkin Festival,1915 K,1564 T,246,334,-4,Ghost
2812-P,96,342.3600598927587,SNBSX,Nottingham,California,USA,National Pumpkin Festival,1137 U,1060 V,247,329,0,Blue Doll
2547-P,86,330.1632771989331,QYPCF,Houston,California,Mexico,National Pumpkin Festival,1103 D,1078 L,258,361,-8,Big Max
2500-P,47,337.3327884318307,ZQYXP,Los Angeles,Texas,Mexico,Regional Pumpkin Festival,1366 I,1575 U,243,335,2,Big Max
2807-P,9,332.44987440947443,KKNQS,Chicago,Florida,France,Regional Pumpkin Festival,1914 G,1948 J,259,391,-11,Ghost
2207-P,48,322.11568563990295,UBRGY,Paris,Florida,China,Regional Pumpkin Festival,1367 G,1036 L,248,361,-7,Blue Doll
2867-P,12,326.0391967538744,NCOLX,New York,Texas,Canada,National Pumpkin Festival,1834 A,1413 H,5,0,4,Big Max
2290-P,74,341.212589468807,IBQOJ,New York,California,China,National Pumpkin Festival,1999 Q,1517 F,4,5,-4,Big Max
2682-P,23,329.1257572295144,HYRCJ,Chicago,Texas,UK,Regional Pumpkin Festival,1331 D,1755 B,249,367,-10,Fairytale
2821-P,64,324.9879531227052,SCYEG,Houston,Texas,UK,Local Pumpkin Festival,1754 D,1824 T,238,315,2,Blue Doll
2427-P,87,337.18947965372354,NORVV,New York,California,China,Local Pumpkin Festival,1389 V,1009 L,4,3,-4,Ghost
2421-P,36,318.93040773272514,WMYWN,New York,Florida,China,National Pumpkin Festival,1773 N,1150 D,246,340,1,Fairytale
2458-P,46,318.6497993638739,KXHFO,Paris,New York,Australia,Regional Pumpkin Festival,1027 Z,1760 K,253,345,-8,Big Max
2437-P,21,321.6333558987826,KURLV,Los Angeles,Texas,UK,Local Pumpkin Festival,1062 K,1883 G,239,320,5,Fairytale
2162-P,78,321.1135584479198,MVRII,Paris,New York,Mexico,Local Pumpkin Festival,1912 O,1561 K,253,358,-14,Ghost
2957-P,82,329.00379060469567,GECDU,Paris,California,Australia,Local Pumpkin Festival,1425 U,1820 C,3,5,-2,Big Max
2491-P,37,316.0158687783405,PMZXY,Paris,California,UK,Local Pumpkin Festival,1865 V,1251 I,-1,3,2,Ghost
2823-P,13,322.6041699146852,UXYAK,Paris,New York,UK,National Pumpkin Festival,1000 A,1000 G,237,288,6,Ghost
2674-P,45,327.92960830032825,UVUFJ,Los Angeles,New York,USA,Local Pumpkin Festival,1408 C,1442 Y,241,309,6,Ghost
2297-P,3,321.53890152256935,ZIFCA,Nottingham,New York,UK,Regional Pumpkin Festival,1726 D,1943 X,247,326,2,Big Max
2790-P,39,309.5708426265046,FEOGE,New York,Texas,UK,National Pumpkin Festival,1502 M,1904 F,238,291,13,Big Max
2332-P,74,320.6681078253314,CSUZM,Los Angeles,New York,USA,National Pumpkin Festival,1933 U,1076 H,236,309,2,Fairytale
2739-P,94,324.99680857453495,RLKFY,Nottingham,California,Australia,National Pumpkin Festival,1846 B,1004 Q,236,311,9,Blue Doll
2230-P,100,312.57993351109326,TSOGQ,Los Angeles,Texas,France,Regional Pumpkin Festival,1439 X,1505 W,-3,-3,-3,Big Max
2643-P,88,306.4146755626425,OGGBP,Paris,Texas,France,Local Pumpkin Festival,1586 U,1831 U,-3,-3,1,Blue Doll
2957-P,43,306.59202326927334,PILUZ,Chicago,Texas,Canada,Regional Pumpkin Festival,1866 Q,1087 H,235,295,5,Blue Doll
2412-P,47,309.44297233596444,BKPTF,Chicago,Texas,China,Local Pumpkin Festival,1109 J,1190 F,251,339,-11,Fairytale
2227-P,33,314.47156056109816,UMOIV,Houston,Florida,Mexico,Local Pumpkin Festival,1955 N,1034 N,244,350,-14,Blue Doll
2390-P,81,318.06174174975604,CUXDZ,Los Angeles,New York,UK,Local Pumpkin Festival,1075 E,1060 M,227,279,17,Fairytale
2583-P,22,315.96973718330264,KCPWR,Paris,New York,Canada,Local Pumpkin Festival,1883 C,1093 I,246,339,-6,Big Max
2532-P,17,315.31582901533693,PEINW,Paris,Texas,Canada,National Pumpkin Festival,1544 E,1996 X,259,404,-19,Big Max
2647-P,28,301.75602912995964,FDGAG,Houston,Texas,Canada,Local Pumpkin Festival,1864 Z,1453 H,-2,-4,0,Blue Doll
2693-P,52,308.4473342090845,NBEEB,Chicago,New York,USA,National Pumpkin Festival,1091 F,1524 A,227,272,14,Big Max
2413-P,16,301.0800191508606,BNZEN,Nottingham,Texas,USA,National Pumpkin Festival,1486 T,1334 U,1,-3,0,Ghost
2954-P,73,317.94140691068026,YIDRN,Paris,California,UK,Regional Pumpkin Festival,1573 S,1441 H,238,292,2,Blue Doll
2934-P,51,303.3036154987291,TUFXI,Chicago,Florida,Australia,Regional Pumpkin Festival,1859 P,1113 Z,238,305,-2,Blue Doll
2619-P,65,305.3262917900458,NWVOP,New York,Florida,Australia,National Pumpkin Festival,1645 Z,1664 O,-5,1,-3,Ghost
2976-P,82,317.1786258202046,QMHAT,Los Angeles,Florida,USA,Regional Pumpkin Festival,1655 W,1445 P,2,-2,3,Fairytale
2285-P,59,300.8729905700311,RALTN,Houston,Texas,Mexico,Local Pumpkin Festival,1210 L,1428 W,-1,-3,5,Big Max
2620-P,29,311.16395774297416,CHLSD,Houston,Texas,USA,Local Pumpkin Festival,1436 H,1284 H,2,-2,4,Big Max
2472-P,10,311.7115008132532,RHTJS,New York,Texas,France,Regional Pumpkin Festival,1979 H,1376 D,-4,-2,4,Big Max
2871-P,57,307.3427098086104,YUSGT,Nottingham,Florida,Mexico,Regional Pumpkin Festival,1821 O,1179 U,242,304,2,Big Max
2025-P,40,313.1742757553235,CQGLX,New York,Texas,Mexico,National Pumpkin Festival,1774 P,1534 Q,3,5,-4,Big Max
2610-P,8,302.5682401144877,FOPTT,Los Angeles,Texas,Mexico,National Pumpkin Festival,1046 W,1327 B,259,373,-18,Ghost
2950-P,27,310.20341679994016,TGLPE,Houston,California,China,Local Pumpkin Festival,1012 L,1040 C,233,295,6,Big Max
2353-P,36,301.3232052428648,TFZKC,Houston,Texas,UK,National Pumpkin Festival,1107 W,1718 D,-1,1,-5,Fairytale
2864-P,92,296.4154211655259,YTNVB,New York,New York,USA,Local Pumpkin Festival,1707 Q,1333 T,5,-5,-3,Blue Doll
2979-P,81,292.27757039293647,GDOBZ,New York,Florida,Canada,Regional Pumpkin Festival,1996 S,1115 I,255,371,-21,Big Max
2745-P,92,301.33011476602405,NYQVN,Los Angeles,Florida,Canada,Regional Pumpkin Festival,1366 M,1082 S,239,322,-10,Ghost
2030-P,12,290.21084904670715,KPKOK,New York,New York,Australia,National Pumpkin Festival,1976 R,1031 W,237,305,2,Fairytale
2607-P,6,297.76644914690405,DLZMZ,Houston,New York,USA,National Pumpkin Festival,1577 S,1281 M,-1,5,-1,Big Max
2245-P,10,295.81830333173275,CUQOB,Paris,New York,UK,National Pumpkin Festival,1925 F,1973 K,246,316,-11,Ghost
2154-P,39,296.3384510457516,HDOJG,Paris,Texas,USA,Local Pumpkin Festival,1159 F,1964 O,-4,-1,5,Blue Doll
2188-P,88,302.39138822164387,FDMKH,Paris,New York,USA,National Pumpkin Festival,1487 M,1363 S,235,276,13,Fairytale
2417-P,18,285.6903567034751,EAEZZ,Nottingham,California,Australia,National Pumpkin Festival,1510 C,1791 N,234,289,1,Ghost
2979-P,14,292.4673892566934,KDGRW,Chicago,California,France,National Pumpkin Festival,1995 M,1099 U,2,4,0,Ghost
2247-P,94,292.06028225477786,FPXZF,Nottingham,Florida,France,National Pumpkin Festival,1849 M,1536 P,245,320,-6,Ghost
2376-P,31,290.7326570507139,BVVTS,New York,California,France,National Pumpkin Festival,1813 Z,1631 G,227,281,9,Ghost
2334-P,45,296.19804211482403,IRYSN,Los Angeles,California,UK,Local Pumpkin Festival,1998 Z,1016 E,231,272,13,Big Max
2761-P,94,299.6518035149202,DRMER,Houston,Texas,China,Local Pumpkin Festival,1336 I,1602 C,225,258,10,Big Max
2149-P,39,285.83215926401317,XVHQL,Chicago,Texas,China,Local Pumpkin Festival,1199 B,1647 P,238,303,-7,Blue Doll
2655-P,100,294.61567646916956,KPSXB,Houston,Florida,UK,Regional Pumpkin Festival,1387 H,1805 A,236,295,1,Ghost
2742-P,72,297.48080948740244,QVVBK,Los Angeles,California,Canada,Local Pumpkin Festival,1338 U,1089 D,245,313,-11,Blue Doll
2016-P,83,288.80589286983013,JBHSL,Paris,New York,Canada,Local Pumpkin Festival,1063 U,1625 E,-1,4,-5,Big Max
2705-P,70,297.67029641382396,NMADT,Los Angeles,New York,UK,Regional Pumpkin Festival,1044 Q,1591 V,236,309,-4,Blue Doll
2747-P,35,286.59287932515144,VEICD,New York,Texas,USA,Local Pumpkin Festival,1270 T,1445 O,0,-2,5,Fairytale
2781-P,38,277.02657734323293,AURVH,Paris,Texas,Australia,Local Pumpkin Festival,1652 Q,1725 D,239,306,-4,Fairytale
2376-P,65,277.52638355176896,OSEYC,Paris,New York,Mexico,Regional Pumpkin Festival,1347 G,1789 F,-4,-2,-2,Big Max
2688-P,8,289.37975951004773,NSPUL,Los Angeles,Texas,Mexico,National Pumpkin Festival,1246 T,1356 J,223,249,11,Fairytale
2752-P,61,273.6844969233498,MSPAJ,Chicago,Texas,Mexico,Local Pumpkin Festival,1216 V,1957 R,235,278,-2,Fairytale
2177-P,61,290.1845262059942,UWLGZ,Paris,California,Mexico,National Pumpkin Festival,1765 U,1176 V,227,279,-3,Blue Doll
2776-P,23,272.78339392766355,JMLJF,Houston,New York,Mexico,National Pumpkin Festival,1404 T,1566 F,-4,-5,0,Ghost
2866-P,56,272.1807731790468,OEVAA,Paris,California,Mexico,Regional Pumpkin Festival,1223 Z,1921 R,233,290,-4,Ghost
2082-P,61,277.7697602836415,SMILY,Houston,Texas,France,National Pumpkin Festival,1172 Y,1534 T,224,266,3,Blue Doll
2579-P,69,282.1115528969094,RVIML,Los Angeles,California,China,National Pumpkin Festival,1219 Q,1006 H,228,276,4,Ghost
2270-P,35,278.3603639341891,QRCEC,Paris,Florida,USA,Local Pumpkin Festival,1139 Q,1915 S,2,-2,1,Ghost
2538-P,20,278.0436252793297,BIAWM,Chicago,Texas,Canada,Local Pumpkin Festival,1074 H,1991 C,229,254,11,Fairytale
2525-P,62,281.8407219927758,YOZYU,Paris,Florida,USA,Local Pumpkin Festival,1752 N,1388 K,237,300,-5,Fairytale
2824-P,35,281.78934067748486,MQZJS,Houston,Texas,UK,Local Pumpkin Festival,1503 I,1637 R,237,300,-8,Fairytale
2312-P,19,284.49961491208524,MULHA,Nottingham,California,USA,Regional Pumpkin Festival,1303 N,1272 Y,240,330,-11,Fairytale
2320-P,22,270.1257239729166,DFPUW,Los Angeles,New York,Mexico,Regional Pumpkin Festival,1708 A,1290 E,0,1,1,Fairytale
2070-P,63,268.00454261526465,FKQFF,Houston,California,France,Regional Pumpkin Festival,1326 U,1480 T,2,0,4,Ghost
2424-P,59,266.50665218476206,YSJWO,New York,Florida,China,Local Pumpkin Festival,1017 U,1669 A,-1,-1,-3,Fairytale
2908-P,84,264.75926611926405,WLRTW,New York,California,France,National Pumpkin Festival,1383 C,1190 X,231,259,1,Blue Doll
2535-P,11,277.61954826302826,DYZOI,New York,California,Canada,National Pumpkin Festival,1158 G,1287 D,-2,4,-3,Big Max
2040-P,93,256.0102917505428,BFDGQ,Houston,California,UK,National Pumpkin Festival,1909 J,1607 I,227,277,-4,Fairytale
2150-P,19,267.1828990895301,YIYOD,Chicago,New York,Mexico,Local Pumpkin Festival,1691 O,1937 B,232,272,-6,Big Max
2710-P,60,262.37900819666686,XWAZU,Los Angeles,Florida,China,Local Pumpkin Festival,1962 L,1565 L,228,265,-5,Ghost
2837-P,51,267.5306675042957,MMDOS,Houston,Florida,USA,Regional Pumpkin Festival,1624 G,1403 L,220,242,11,Blue Doll
2285-P,1,253.57777014560997,FMFPH,New York,New York,Mexico,National Pumpkin Festival,1936 U,1309 S,231,267,0,Blue Doll
2176-P,27,258.03778377138076,DRLUE,New York,Texas,UK,National Pumpkin Festival,1645 U,1590 K,-4,3,4,Fairytale
2334-P,1,254.1265310976654,ETICS,Nottingham,Texas,Mexico,National Pumpkin Festival,1426 G,1968 V,227,274,-4,Fairytale
2021-P,19,258.8460619915277,MBSIU,Nottingham,New York,Canada,Local Pumpkin Festival,1500 H,1743 Z,226,280,-4,Big Max
2911-P,47,266.02154222130775,WGAIT,Los Angeles,New York,France,National Pumpkin Festival,1659 Z,1932 U,234,273,-2,Fairytale
2846-P,71,258.0813403632492,PSDBT,Paris,New York,Mexico,Regional Pumpkin Festival,1871 B,1232 P,3,1,0,Blue Doll
2068-P,56,253.81373061761258,DBOPS,Houston,California,Australia,National Pumpkin Festival,1451 B,1589 P,227,255,7,Ghost
2592-P,20,264.21481474731115,HUEQM,Los Angeles,New York,France,Local Pumpkin Festival,1195 A,1434 L,234,282,-5,Blue Doll
2420-P,77,264.4460742259398,QLDEB,Paris,Florida,USA,Regional Pumpkin Festival,1637 J,1929 I,226,265,-1,Ghost
2816-P,89,253.51858668532222,RQXRI,Nottingham,Florida,China,Regional Pumpkin Festival,1983 J,1996 F,229,265,-1,Big Max
2115-P,18,249.86723471060395,BURCL,Chicago,California,USA,Regional Pumpkin Festival,1121 N,1283 O,235,278,-7,Ghost
2364-P,36,257.4285675128922,ATGBX,Chicago,New York,France,National Pumpkin Festival,1874 E,1257 S,228,250,-2,Ghost
2926-P,54,242.97462745923548,HBBKR,Los Angeles,New York,China,Local Pumpkin Festival,1295 E,1947 V,231,263,-6,Fairytale
2180-P,22,255.14873929172754,ZMEXY,Los Angeles,California,Canada,Local Pumpkin Festival,1077 V,1080 O,223,257,-6,Fairytale
2029-P,59,254.88515545986593,UABVG,Chicago,Texas,China,Local Pumpkin Festival,1525 W,1867 T,231,278,-6,Fairytale
2267-P,30,254.24411270022392,KRRFK,Chicago,Florida,USA,National Pumpkin Festival,1726 D,1036 J,238,285,-12,Fairytale
2454-P,67,242.4308786233887,JMICT,New York,Texas,France,Local Pumpkin Festival,1671 K,1054 F,4,3,2,Blue Doll
2173-P,69,248.0848292708397,CHSQR,Los Angeles,Florida,France,Local Pumpkin Festival,1074 G,1273 H,-2,2,-5,Big Max
2367-P,56,251.69063329789788,IKXDL,Houston,California,UK,Local Pumpkin Festival,1644 G,1779 X,220,257,-8,Blue Doll
2094-P,96,236.7678536111489,ILJAG,Houston,New York,Australia,National Pumpkin Festival,1302 D,1238 K,222,248,1,Ghost
2589-P,98,246.6161221185699,POWSZ,Paris,Texas,USA,Local Pumpkin Festival,1420 B,1260 T,216,249,-1,Blue Doll
2429-P,92,236.88095928821713,THYKK,Paris,California,France,Regional Pumpkin Festival,1811 L,1988 D,221,244,-1,Big Max
2156-P,82,244.27025837358087,IJEWN,New York,California,France,National Pumpkin Festival,1184 G,1209 U,219,227,6,Fairytale
2685-P,53,237.74007853399962,TWUVR,Chicago,California,USA,Local Pumpkin Festival,1471 V,1059 A,216,224,8,Big Max
2091-P,20,242.04296719655395,ZLPPL,Chicago,New York,Australia,Local Pumpkin Festival,1607 U,1564 H,-5,-1,3,Big Max
2132-P,97,239.71233768295497,QAOUK,Paris,Florida,France,Regional Pumpkin Festival,1783 K,1544 G,-2,3,-4,Fairytale
2907-P,59,240.9044841164723,WWZYT,Paris,New York,Australia,Regional Pumpkin Festival,1899 H,1918 M,219,239,4,Big Max
2162-P,27,235.70496185310185,FOGQE,Chicago,Florida,Mexico,Regional Pumpkin Festival,1852 N,1800 I,-1,-3,3,Fairytale
2577-P,85,229.90043116360903,XXAYC,Chicago,Florida,China,Regional Pumpkin Festival,1573 Y,1332 N,205,211,14,Ghost
2591-P,21,245.91371347289532,NEFKA,Nottingham,Texas,China,Regional Pumpkin Festival,1247 W,1021 K,202,201,15,Ghost
2126-P,88,232.0077792685479,EWNSU,Chicago,New York,Australia,Local Pumpkin Festival,1591 B,1752 S,223,233,6,Fairytale
2883-P,57,245.87076438311487,DQRDB,Los Angeles,Texas,Australia,Regional Pumpkin Festival,1280 N,1768 V,224,241,3,Fairytale
2725-P,57,239.52778560835867,LMRBI,Houston,New York,France,Regional Pumpkin Festival,1166 B,1111 X,217,233,-3,Ghost
2781-P,95,245.57210509572178,YEVBD,Los Angeles,Florida,Mexico,National Pumpkin Festival,1001 F,1193 O,206,193,23,Big Max
2317-P,16,235.5988892139867,PLAZR,Houston,California,USA,Local Pumpkin Festival,1486 Q,1505 H,212,233,6,Big Max
2591-P,37,235.56211109273136,UZSZT,Nottingham,Texas,Canada,Local Pumpkin Festival,1390 L,1937 V,216,225,5,Fairytale
2711-P,3,226.02663033176214,GHUWH,Paris,Florida,France,National Pumpkin Festival,1292 N,1170 A,220,242,-1,Blue Doll
2645-P,30,232.0860500730574,ZUONY,Paris,New York,Canada,Local Pumpkin Festival,1634 Q,1542 V,-5,-2,4,Blue Doll
2504-P,41,225.08690155670047,RUADK,Los Angeles,New York,Canada,National Pumpkin Festival,1648 E,1154 M,227,260,-17,Blue Doll
2511-P,19,229.54965413175523,CRZBM,Chicago,New York,Australia,Local Pumpkin Festival,1912 T,1468 Z,223,250,-5,Ghost
2450-P,97,222.1466890759766,QMJXE,Los Angeles,California,Mexico,Local Pumpkin Festival,1795 F,1023 U,216,237,-4,Ghost
2404-P,27,238.42445123381913,JESJQ,Los Angeles,Texas,UK,National Pumpkin Festival,1553 H,1001 N,-2,0,3,Blue Doll
2850-P,34,232.54003758449107,USCJX,New York,Florida,Mexico,Regional Pumpkin Festival,1921 C,1839 J,4,-5,-4,Blue Doll
2149-P,34,226.95874760113657,TKMLG,Chicago,Texas,UK,Local Pumpkin Festival,1799 B,1290 L,225,247,-8,Fairytale
2576-P,94,222.97349616717548,HKGEE,Chicago,Florida,Australia,Local Pumpkin Festival,1653 X,1570 V,219,225,3,Big Max
2138-P,85,226.16581862419844,VUYTB,Houston,Texas,China,Local Pumpkin Festival,1367 P,1628 X,221,242,1,Fairytale
2729-P,61,232.39559042453766,LWGMM,Nottingham,New York,Canada,National Pumpkin Festival,1103 U,1497 P,-2,3,-3,Blue Doll
2566-P,57,235.27044079545885,QKYDQ,New York,Florida,UK,Regional Pumpkin Festival,1365 U,1645 B,225,252,-5,Fairytale
2487-P,75,234.8254927834496,YJKUR,Chicago,Florida,Australia,National Pumpkin Festival,1629 R,1901 G,4,0,4,Fairytale
2154-P,74,235.5213604895398,ZUIAH,Chicago,Texas,Mexico,Local Pumpkin Festival,1991 Q,1687 C,-3,2,0,Big Max
2722-P,58,218.5809912532568,ROPFT,Nottingham,New York,Mexico,Regional Pumpkin Festival,1343 W,1353 T,2,-1,3,Blue Doll
2475-P,30,226.16287492401898,KBEMX,Los Angeles,Texas,China,National Pumpkin Festival,1086 D,1509 S,-2,-3,-5,Ghost
2116-P,27,214.60631665494293,OHSYD,New York,California,France,Local Pumpkin Festival,1762 R,1544 H,214,206,9,Fairytale
2177-P,57,230.71753712184727,OJUQK,Chicago,New York,Mexico,National Pumpkin Festival,1188 C,1415 V,-1,-2,-5,Blue Doll
2505-P,33,216.73648649509997,MHXGF,Los Angeles,California,Mexico,National Pumpkin Festival,1541 J,1917 L,5,-5,5,Ghost
2266-P,79,223.430085551925,ELRHF,Los Angeles,Texas,Australia,Regional Pumpkin Festival,1776 T,1066 W,-4,0,-4,Blue Doll
2346-P,2,212.25656241234392,DGBDM,Los Angeles,Florida,France,Regional Pumpkin Festival,1216 F,1828 F,213,223,1,Blue Doll
2454-P,70,208.46525488235056,AHPEO,Houston,Florida,Canada,Local Pumpkin Festival,1605 O,1051 T,-1,1,-5,Big Max
2916-P,92,223.30671007558703,IDELR,Los Angeles,Texas,France,Regional Pumpkin Festival,1160 O,1598 J,220,229,-10,Fairytale
2332-P,48,210.1512685259804,FZFEX,Chicago,Texas,Canada,Local Pumpkin Festival,1854 A,1207 Q,198,189,7,Ghost
2693-P,37,220.42721475474536,FKGCA,Los Angeles,New York,USA,National Pumpkin Festival,1062 J,1286 T,205,205,2,Fairytale
2483-P,3,212.98785360828043,ERTBV,Los Angeles,Texas,Canada,Regional Pumpkin Festival,1727 Z,1964 B,5,2,-5,Blue Doll
2268-P,59,220.0792815130204,HJZUK,Paris,California,Australia,National Pumpkin Festival,1593 N,1863 C,5,-1,3,Ghost
2093-P,32,211.31097015645355,ETTLD,Paris,New York,UK,Local Pumpkin Festival,1387 N,1198 J,204,199,7,Blue Doll
2667-P,66,208.80505878981202,WPHYH,Chicago,New York,UK,National Pumpkin Festival,1784 S,1961 A,211,216,-7,Ghost
2968-P,78,202.65354538615793,FVWJZ,Paris,Texas,Australia,Regional Pumpkin Festival,1088 V,1762 R,223,240,-15,Ghost
2870-P,9,204.74277953393758,JLYDQ,Houston,California,China,Local Pumpkin Festival,1783 W,1263 H,198,191,13,Big Max
2029-P,99,201.686372596398,MFZFA,Paris,Texas,USA,Regional Pumpkin Festival,1250 N,1611 X,218,219,-5,Blue Doll
2092-P,89,208.81842047534883,QJGFV,Houston,New York,Canada,Local Pumpkin Festival,1129 A,1023 S,207,205,-3,Blue Doll
2372-P,4,202.4458383033052,AMECK,Paris,Florida,Australia,Local Pumpkin Festival,1309 J,1892 J,207,212,3,Ghost
2982-P,82,206.332100039348,SZOAL,Nottingham,Texas,Canada,Regional Pumpkin Festival,1474 W,1582 P,202,196,10,Ghost
2876-P,35,197.61700922623277,RIVPL,Chicago,California,France,National Pumpkin Festival,1941 L,1950 U,211,213,-2,Big Max
2898-P,43,213.53992299735546,HSZPT,Nottingham,Florida,China,Regional Pumpkin Festival,1397 A,1814 R,-1,1,5,Big Max
2945-P,92,204.51357150822878,UAFTD,New York,California,Australia,Local Pumpkin Festival,1841 Q,1343 C,203,204,-4,Fairytale
2904-P,16,198.1354337995872,TAEQA,New York,New York,USA,Regional Pumpkin Festival,1212 D,1936 K,210,206,-5,Fairytale
2506-P,67,209.54817930422723,HBQAG,Houston,Texas,UK,Regional Pumpkin Festival,1126 R,1081 K,0,5,-4,Fairytale
2643-P,70,201.87956794369967,ZYYAV,Chicago,Florida,USA,Regional Pumpkin Festival,1362 I,1698 R,208,202,3,Blue Doll
2417-P,5,197.7303620269522,EXSVT,Chicago,California,Australia,Regional Pumpkin Festival,1174 T,1402 N,-4,0,-3,Blue Doll
2892-P,34,208.3063682615757,YLSNT,Houston,Florida,Australia,Regional Pumpkin Festival,1011 D,1365 Z,207,208,0,Blue Doll
2193-P,60,195.47388919256628,MQZQC,Nottingham,New York,Australia,National Pumpkin Festival,1612 J,1366 C,208,198,-2,Ghost
2380-P,77,195.02647501323372,EMPDI,New York,New York,UK,National Pumpkin Festival,1371 F,1668 S,212,217,-3,Ghost
2216-P,96,201.53448381461203,SHGAU,Paris,Texas,China,Regional Pumpkin Festival,1738 F,1419 K,211,210,0,Blue Doll
2419-P,37,208.56433133687824,NMQYK,Nottingham,Florida,China,Regional Pumpkin Festival,1117 S,1533 X,201,189,8,Blue Doll
2071-P,28,206.33038684539497,VHTGW,Paris,Florida,China,National Pumpkin Festival,1079 L,1192 T,211,197,2,Fairytale
2569-P,80,194.90321746654809,JDRXS,Chicago,California,Canada,Local Pumpkin Festival,1438 L,1686 M,203,192,-1,Blue Doll
2227-P,90,192.6942641818896,IQUFT,Nottingham,California,China,Regional Pumpkin Festival,1237 P,1355 U,-4,3,3,Blue Doll
2789-P,49,184.38549785129726,JPNBJ,New York,California,Mexico,Local Pumpkin Festival,1430 P,1618 J,218,234,-16,Big Max
2031-P,95,193.75928564295174,XRSUJ,Chicago,Florida,Australia,Regional Pumpkin Festival,1279 N,1370 S,204,195,1,Blue Doll
2254-P,86,195.91229120641947,UGXRI,Chicago,California,China,Regional Pumpkin Festival,1717 N,1118 A,5,-5,-5,Ghost
2714-P,44,191.18558209389448,YFXAQ,New York,New York,Australia,National Pumpkin Festival,1482 W,1649 P,206,197,-3,Big Max
2436-P,35,189.2521990975365,ZIMSL,Paris,Texas,Mexico,Local Pumpkin Festival,1192 K,1353 J,-1,-1,5,Fairytale
2883-P,86,193.83835404645652,NYMRC,Nottingham,California,Mexico,National Pumpkin Festival,1431 M,1991 W,-4,1,-5,Big Max
2896-P,77,191.65541050489992,LBBIB,Nottingham,California,China,National Pumpkin Festival,1245 K,1060 J,2,2,5,Big Max
2223-P,4,191.9648487167433,PNSKD,Chicago,Texas,France,Regional Pumpkin Festival,1265 H,1677 K,-4,-2,5,Blue Doll
2238-P,12,198.47391559835523,FNXXS,Paris,New York,Canada,Regional Pumpkin Festival,1671 Q,1402 N,-5,-3,1,Big Max
